id,Date,daynight,code,site,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
1,2019-01-01,Home,GB6,Greenwich - Falconwood,22.531583593111485,36.04492809360288,24.164921963818298,18.96920149225556,17.95713616916052,20.77243004345869,26.747935054407623,27.39725790999223,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,32.89404146527394,29.8646371593273,33.56452535680283,21.358659176260417,22.487571522924917,26.236833656796644
2,2019-01-01,Work,GB6,Greenwich - Falconwood,-999,-999,-999,-999,-999,-999,-999,-999,22.27589476761967,21.59531232605181,28.776931453551217,40.22600759109236,38.91735966587133,34.39932019551755,35.95841579612654,39.07991929862158,42.705742941131014,38.03961910565431,-999,-999,-999,-999,-999,-999
3,2019-01-02,Home,GB6,Greenwich - Falconwood,16.171140597211405,14.822362068658824,16.447759987809263,10.675059420322194,19.724234222976893,42.52214284750777,65.11183016829041,70.35843977447787,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,67.44418705943174,63.026270061532905,55.20268059549914,53.46410999262506,45.89789319413491,39.8690425756618
4,2019-01-02,Work,GB6,Greenwich - Falconwood,-999,-999,-999,-999,-999,-999,-999,-999,65.03019008378477,60.893620690835625,51.91234355240914,56.337978569926705,53.61548496338367,45.64309433694406,62.60004822944896,70.11012131771355,80.16580106064191,68.7381751820521,-999,-999,-999,-999,-999,-999
5,2019-01-03,Home,GB6,Greenwich - Falconwood,38.93677786909649,25.191753590894432,28.594348150218337,33.80549070575799,39.98520515356455,75.3599722684963,100.0236541467664,102.68834317548897,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,75.02320161371395,74.96990507688608,68.25541186346017,78.50014952858116,78.1599412658153,58.75668172372976
6,2019-01-03,Work,GB6,Greenwich - Falconwood,-999,-999,-999,-999,-999,-999,-999,-999,106.77153003596938,103.04583015231476,84.5183985948993,74.12600560343316,69.61001441114718,62.45009450646448,65.85137424337451,65.89702801544408,71.1069741540775,68.10347634727468,-999,-999,-999,-999,-999,-999
7,2019-01-04,Home,GB6,Greenwich - Falconwood,63.83133888588516,52.6000043107647,50.91356676881977,54.58635395979289,53.30285687080239,56.11447353724381,80.51386598435037,83.86472510949042,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,81.37795184968957,74.3004444655993,73.73186364896819,75.71767481207175,66.44355433961401,55.51139777476121
8,2019-01-04,Work,GB6,Greenwich - Falconwood,-999,-999,-999,-999,-999,-999,-999,-999,91.26649524622884,82.18130803249407,74.74691856460835,63.710155298705445,64.53814083337394,61.085189874618585,73.06535344495217,90.86062313065044,69.03765803638264,69.98661690014114,-999,-999,-999,-999,-999,-999
9,2019-01-05,Home,GB6,Greenwich - Falconwood,44.26930495329258,34.23673974301481,30.417509898147184,24.699441065758418,26.00727041682706,28.165580955329013,40.57232469866786,45.42665765519088,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,76.09339260710468,61.419038107904335,61.910508250213525,53.85683805327176,49.07903678482881,48.82200566841135
10,2019-01-05,Work,GB6,Greenwich - Falconwood,-999,-999,-999,-999,-999,-999,-999,-999,44.01058274196964,44.93793574694534,52.00241890646073,51.664947034271385,61.216412436018025,68.67953937654059,66.01446695560509,60.59263325235642,69.1608508969411,79.86740603127227,-999,-999,-999,-999,-999,-999
11,2019-01-06,Home,GB6,Greenwich - Falconwood,43.047566992518966,46.28366351137067,34.921106293858365,29.704057477556763,24.90878552865793,20.11419692103281,23.68630192086068,33.533695648951564,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,58.437393922927896,57.95769218422157,58.711592869734446,51.62837951560736,48.758992480555754,45.26152055531749
12,2019-01-06,Work,GB6,Greenwich - Falconwood,-999,-999,-999,-999,-999,-999,-999,-999,39.32430319427878,45.818103849674,55.62928572660207,65.47822426873836,69.18647757253387,70.45476044106458,70.24415530164848,71.41291864631602,77.96501887685226,74.28143392042176,-999,-999,-999,-999,-999,-999
13,2019-01-07,Home,GB6,Greenwich - Falconwood,37.22037502162046,31.69486580152131,29.603669901685205,32.522371796919984,29.548660642147997,43.41045063562122,35.37064190489458,28.892421449529735,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.57117895538891,24.625863816248817,22.939008204566203,22.53817875178763,28.837137764001067,15.296501906154903
14,2019-01-07,Work,GB6,Greenwich - Falconwood,-999,-999,-999,-999,-999,-999,-999,-999,24.672843972412384,26.1088923250402,24.98180765614754,27.54964730104059,24.55258049141036,21.898647983416048,23.01169331893809,25.16146709621333,25.637273244569535,20.615333227777036,-999,-999,-999,-999,-999,-999
